TRIP_CODE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,COUNTS,SAMPVOL_L
NSI20091101,Sapphirina stellata m,COPEPOD,Copepod,Sapphirina,stellata,129060,1,0.622116
NSI20091101,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,11,1.244232
NSI20091101,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,67,1.244232
YON20091215,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,2,0.28278
PHB20100316,Subeucalanus subcrassus f,COPEPOD,Copepod,Subeucalanus,subcrassus,104548,2,1.13112
ESP20090917,Harpacticoid j,COPEPOD,Copepod,,,1102,1,0.509004
ESP20090917,Barnacle nauplii,NON-COPEPOD,Cirripedia,,,1082,1,0.509004
NSI20091115,Candacia catula m,COPEPOD,Copepod,Candacia,catula,220913,1,0.622116
ESP20090917,Anthomedusae,NON-COPEPOD,Cnidarian,,,151687,1,0.509004
ESP20090917,Ostracod,NON-COPEPOD,Ostracod,,,1078,1,0.509004
PHB20090924,Nannocalanus minor f,COPEPOD,Copepod,Nannocalanus,minor,104469,2,1.13112
PHB20090924,Oncaea media complex m,COPEPOD,Copepod,Oncaea,media complex,128938,1,1.13112
PHB20090924,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,1.13112
NSI20091115,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,,,1103,3,0.622116
NSI20091115,Anthomedusae,NON-COPEPOD,Cnidarian,,,151687,2,0.622116
ROT20181024,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,1,0.509004
YON20091123,Harpacticoid j,COPEPOD,Copepod,,,1102,7,0.2940912
YON20090909,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,104645,3,0.2940912
YON20091123,Asteroidea larvae,NON-COPEPOD,Echinoderm,,,123080,1,0.2940912
YON20091123,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,5,0.2940912
YON20091123,Echinoderm larvae,NON-COPEPOD,Echinoderm,,,1806,2,0.2940912
ROT20181024,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,2,0.509004
PHB20091011,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,2,1.13112
PHB20091011,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,2,1.13112
PHB20091011,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,9,1.13112
PHB20091011,Actinotroch of phoronid worm,NON-COPEPOD,Phoronid,,,148378,3,1.13112
PHB20091011,Anomuran zoea,NON-COPEPOD,Decapod,,,106671,2,1.13112
PHB20091011,Cavoliniidae shell,NON-COPEPOD,Mollusc,,,23000,20,1.13112
PHB20091011,Polychaete,NON-COPEPOD,Polychaete,,,883,5,1.13112
NSI20100121,Calanid CIV,COPEPOD,Copepod,,,104079,2,0.622116
NSI20100121,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,8,1.244232
NSI20100121,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,7,1.244232
NSI20100121,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,,,1103,1,0.622116
NSI20100121,Oithona Grp1 (flat head) f,COPEPOD,Copepod,Oithona,grp 1,106485,19,1.244232
NSI20100121,Cavoliniidae shell,NON-COPEPOD,Mollusc,,,23000,20,1.244232
NSI20091015,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,1,0.622116
NSI20091015,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1,0.622116
NSI20091015,Urocorycaeus lautus m,COPEPOD,Copepod,Urocorycaeus,lautus,128822,1,0.622116
PHB20091018,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,8,1.13112
PHB20091018,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,346152,2,1.13112
PHB20091018,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,5,1.13112
PHB20091018,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,2,1.13112
PHB20091018,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,1.13112
PHB20091018,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,3,1.13112
PHB20091018,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,2,1.13112
PHB20091018,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,132,1.13112
YON20091215,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,104645,1,0.28278
NSI20091015,Subeucalanus crassus f,COPEPOD,Copepod,Subeucalanus,crassus,104544,1,0.622116
NSI20091015,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,2,1.244232
NSI20091015,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,67,1.244232
NSI20091015,Siphonophore,NON-COPEPOD,Cnidarian,,,1371,1,0.622116
PHB20091206,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,1,1.13112
PHB20091206,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,1.13112
PHB20090924,Calanid CIV,COPEPOD,Copepod,,,104079,1,1.13112
PHB20090924,Anthomedusae,NON-COPEPOD,Cnidarian,,,151687,2,1.13112
PHB20090924,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,87,1.13112
PHB20091206,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,1.13112
PHB20091206,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,2,1.13112
ROT20091026,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,,,146142,1,0.509004
ROT20091026,Isopod,NON-COPEPOD,Isopod,,,1131,2,0.509004
ROT20091026,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,1,0.509004
PHB20091206,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,2,1.13112
PHB20091206,Echinoderm larvae,NON-COPEPOD,Echinoderm,,,1806,1,1.13112
PHB20091206,Egg,NON-COPEPOD,Egg,,,,4,1.13112
PHB20091206,Hyperiid amphipod,NON-COPEPOD,Amphipod,,,101796,1,1.13112
NSI20100214,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,4,1.244232
NSI20100214,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,1,0.622116
NSI20100214,Corycaeidae j,COPEPOD,Copepod,,,128569,5,1.244232
NSI20100214,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,13,1.244232
NSI20100214,Decapod larvae,NON-COPEPOD,Decapod,,,1130,2,1.244232
NSI20100214,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,2,0.622116
PHB20100413,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,220838,9,1.13112
PHB20100413,Candacia bipinnata m,COPEPOD,Copepod,Candacia,bipinnata,104475,2,1.13112
PHB20100413,Urocorycaeus lautus m,COPEPOD,Copepod,Urocorycaeus,lautus,128822,1,1.13112
PHB20100413,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,2,1.13112
PHB20100413,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,3,1.13112
PHB20100413,Nauplii calanoid,COPEPOD,Copepod,,,1100,60,1.13112
PHB20100413,Oncaea mediterranea complex m,COPEPOD,Copepod,Oncaea,mediterranea complex,128939,1,1.13112
PHB20100413,Pontella spp.,COPEPOD,Copepod,Pontella,spp.,104209,1,1.13112
PHB20100413,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,6,1.13112
PHB20100413,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,80,1.13112
MAI20100615,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,7,9.04896
MAI20100615,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,4.52448
MAI20100615,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,3,9.04896
MAI20100615,Calanoid j,COPEPOD,Copepod,,,1100,120,9.04896
MAI20100615,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,128938,16,9.04896
MAI20100615,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,9,9.04896
MAI20100330,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,346026,1,1.809792
MAI20100330,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,1,1.809792
MAI20100330,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,128954,61,6.334272
MAI20100330,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,38,6.334272
MAI20100330,Barnacle nauplii,NON-COPEPOD,Cirripedia,,,1082,2,1.809792
MAI20100330,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,37,6.334272
KAI20091115,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,2,2.26224
KAI20100419,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,346152,4,2.26224
KAI20100419,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,11,1.13112
ROT20100416,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,1,0.509004
KAI20100419,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,56,2.26224
KAI20100419,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,1,1.13112
KAI20100419,Oncaea paraclevei f,COPEPOD,Copepod,Oncaea,paraclevei,361875,1,1.13112
KAI20091115,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,1.13112
ROT20100416,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,3,1.018008
ROT20100416,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,2,0.509004
ROT20100416,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,8,1.018008
ROT20100416,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,9,1.018008
ROT20100416,Egg mass,NON-COPEPOD,Egg,,,,1,0.509004
KAI20091115,Harpacticoid j,COPEPOD,Copepod,,,1102,4,2.26224
KAI20091115,Oithona Grp1 (flat head) f,COPEPOD,Copepod,Oithona,grp 1,106485,30,2.26224
KAI20091115,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,18,2.26224
KAI20091115,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,128938,5,2.26224
KAI20091115,Facetotecta nauplii,NON-COPEPOD,Thecostraca,,,150305,1,1.13112
KAI20091215,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,2,1.13112
KAI20091215,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,2,2.26224
KAI20091215,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,52,2.26224
ESP20091216,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,2,0.509004
ESP20091216,Barnacle cyprid,NON-COPEPOD,Cirripedia,,,1082,1,0.509004
PHB20100702,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,1,1.13112
PHB20100817,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,3,1.13112
MAI20100505,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,13,3.167136
MAI20100505,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,104191,2,3.167136
MAI20100505,Bivalve,NON-COPEPOD,Mollusc,,,105,28,3.167136
MAI20100505,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,2,3.167136
YON20100521,Calanoid j,COPEPOD,Copepod,,,1100,177,0.5881824
YON20100521,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,4,0.5881824
YON20100521,Bivalve,NON-COPEPOD,Mollusc,,,105,9,0.5881824
YON20100521,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,6,0.5881824
PHB20100702,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,5,1.13112
PHB20100702,Nauplii calanoid,COPEPOD,Copepod,,,1100,83,1.13112
PHB20100702,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,354022,2,1.13112
PHB20100702,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,3,1.13112
PHB20100702,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,6,1.13112
PHB20100702,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,71,1.13112
PHB20100817,Calanoid j,COPEPOD,Copepod,,,1100,49,1.13112
PHB20100817,Cosmocalanus darwinii f,COPEPOD,Copepod,Cosmocalanus,darwinii,361259,2,1.13112
PHB20100817,Nauplii calanoid,COPEPOD,Copepod,,,1100,139,1.13112
PHB20100817,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,5,1.13112
PHB20100510,Bestiolina similis m,COPEPOD,Copepod,Bestiolina,similis,346152,1,1.13112
MAI20100505,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,3,2.26224
PHB20100510,Nauplii calanoid,COPEPOD,Copepod,,,1100,130,1.13112
PHB20100510,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,41,1.13112
PHB20100510,Oncaea media complex m,COPEPOD,Copepod,Oncaea,media complex,128938,3,1.13112
PHB20100510,Ostracod,NON-COPEPOD,Ostracod,,,1078,4,1.13112
PHB20100510,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,3,1.13112
KAI20100112,Nannocalanus minor f,COPEPOD,Copepod,Nannocalanus,minor,104469,2,2.8278
MAI20100505,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,2.26224
ESP20100322,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,79,0.509004
ESP20100322,Nauplii calanoid,COPEPOD,Copepod,,,1100,92,0.509004
ESP20100322,Barnacle nauplii,NON-COPEPOD,Cirripedia,,,1082,1,0.509004
ROT20100315,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,346152,5,2.036016
ROT20100315,Clausocalanus furcatus m,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1,0.509004
ROT20100315,Oithona Grp3 (pointy head) f,COPEPOD,Copepod,Oithona,grp 3,106485,7,1.527012
KAI20100419,Corycaeus speciosus f,COPEPOD,Copepod,Corycaeus,speciosus,128800,1,1.13112
KAI20100419,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,3,1.13112
YON20100413,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,346026,1,0.2940912
YON20100413,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,2,0.2940912
YON20100413,Ditrichocorycaeus dahli f,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,2,0.5881824
YON20100413,Nannocalanus minor m,COPEPOD,Copepod,Nannocalanus,minor,104469,2,0.2940912
YON20100413,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,,,1103,2,0.2940912
YON20100413,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,0.2940912
YON20100413,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,12,0.5881824
YON20100413,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,128690,4,0.5881824
KAI20091215,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,1,1.13112
YON20100413,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,11,0.5881824
YON20100413,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,24,0.2940912
YON20100413,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,3,0.2940912
YON20100413,Ostracod,NON-COPEPOD,Ostracod,,,1078,2,0.2940912
YON20100413,Siphonophore,NON-COPEPOD,Cnidarian,,,1371,1,0.2940912
MAI20100120,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,8,2.714688
MAI20100120,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,9,2.714688
MAI20100120,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,211848,5,2.714688
MAI20100120,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,3,0.904896
MAI20100120,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,50,2.714688
MAI20100120,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,7,2.714688
MAI20100120,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,,,146142,2,2.714688
MAI20100120,Calocalanus spp. m,COPEPOD,Copepod,Calocalanus,spp.,104193,1,1.809792
MAI20100120,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,128938,2,1.809792
MAI20100120,Undinula vulgaris m,COPEPOD,Copepod,Undinula,vulgaris,104473,1,1.809792
MAI20100120,Echinoderm larvae,NON-COPEPOD,Echinoderm,,,1806,1,1.809792
KAI20100112,Ditrichocorycaeus erythraeus m,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,764981,1,2.8278
KAI20100112,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,2,2.8278
MAI20100615,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,1,4.52448
MAI20100615,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,1,4.52448
KAI20100112,Polychaete,NON-COPEPOD,Polychaete,,,883,1,2.8278
YON20100224,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,11,0.5881824
YON20100224,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,4,0.5881824
YON20100224,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,5,0.5881824
ROT20100416,Brachyuran zoea,NON-COPEPOD,Decapod,,,106673,1,0.509004
ROT20100416,Siphonophore,NON-COPEPOD,Cnidarian,,,1371,1,0.509004
ROT20100416,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,3,0.509004
ROT20100315,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,34,1.527012
ROT20100315,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,10,1.527012
PHB20100609,Onychocorycaeus pacificus f,COPEPOD,Copepod,Onychocorycaeus,pacificus,359744,1,1.13112
PHB20100609,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,5,2.26224
PHB20100609,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,49,2.26224
PHB20100609,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,128954,7,1.13112
PHB20100609,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,1.13112
PHB20100609,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,128938,3,1.13112
ROT20100315,Oithona Grp4 (round head) f,COPEPOD,Copepod,Oithona,grp 4,106485,3,1.018008
ROT20100315,Brachyuran zoea,NON-COPEPOD,Decapod,,,106673,1,0.509004
MAI20100330,Nannocalanus minor m,COPEPOD,Copepod,Nannocalanus,minor,104469,1,4.52448
MAI20100330,Echinoderm larvae,NON-COPEPOD,Echinoderm,,,1806,7,4.52448
MAI20100330,Euphausiid adult,NON-COPEPOD,Euphausiid,,,110671,1,4.52448
MAI20100330,Prosobranch,NON-COPEPOD,Mollusc,,,102,4,4.52448
MAI20100527,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,4,4.52448
MAI20100527,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,104193,1,4.52448
MAI20100527,Corycaeidae j,COPEPOD,Copepod,,,128569,1,4.52448
MAI20100527,Harpacticoid j,COPEPOD,Copepod,,,1102,2,4.52448
MAI20100527,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,128954,16,4.52448
MAI20100527,Pleuromamma gracilis m,COPEPOD,Copepod,Pleuromamma,gracilis,104639,1,4.52448
MAI20100527,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,104191,8,4.52448
ROT20100315,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,10,0.509004
YON20100729,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,12,2.4997752
YON20100729,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,35,1.7645472
PHB20100908,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,2,3.95892
ESP20100629,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,2,1.018008
ESP20100629,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,128938,3,1.527012
ESP20100629,Echinoderm larvae,NON-COPEPOD,Echinoderm,,,1806,4,1.527012
ESP20100629,Egg,NON-COPEPOD,Egg,,,,1,0.509004
ROT20100520,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,3,1.018008
ROT20100520,Corycaeidae j,COPEPOD,Copepod,,,128569,3,1.018008
ROT20100520,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,68,1.018008
ROT20100520,Oncaea venusta venella f,COPEPOD,Copepod,Oncaea,venusta venella,363588,5,1.018008
ROT20100520,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,15,1.018008
ROT20100520,Cnidarian larvae,NON-COPEPOD,Cnidarian,,,1267,1,0.509004
ROT20100520,Lucifer spp. f,NON-COPEPOD,Decapod,Lucifer,spp.,106827,1,0.509004
ROT20100520,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,6,0.509004
PHB20100908,Oncaea venusta medium hump f,COPEPOD,Copepod,Oncaea,venusta medium hump,128954,2,1.13112
PHB20100908,Sapphirina ovatolanceolata / gemma m,COPEPOD,Copepod,Sapphirina,ovatolanceolata / gemma,129055,1,1.13112
PHB20100908,Ostracod,NON-COPEPOD,Ostracod,,,1078,5,1.13112
PHB20101213,Oncaea mediterranea slender f,COPEPOD,Copepod,Oncaea,mediterranea slender,128939,1,2.8278
PHB20101213,Triconia spp. f,COPEPOD,Copepod,Triconia,spp.,128691,3,2.8278
PHB20100908,Trochophore larvae,NON-COPEPOD,Polychaete,,,882,2,1.13112
ROT20100520,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,4,0.509004
ROT20100520,Acartia (Acanthacartia) tonsa m,COPEPOD,Copepod,Acartia (Acanthacartia),tonsa,345943,3,0.509004
ROT20100520,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,1,0.509004
ROT20100520,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,2,0.509004
PHB20100908,Calanoides carinatus f,COPEPOD,Copepod,Calanoides,carinatus,104462,1,2.8278
PHB20100908,Candacia bipinnata f,COPEPOD,Copepod,Candacia,bipinnata,104475,1,2.8278
NSI20100711,Ophiurida larvae,NON-COPEPOD,Echinoderm,,,123117,4,0.622116
NSI20091015,Calanid CV,COPEPOD,Copepod,,,104079,2,0.622116
NSI20091015,Nannocalanus minor f,COPEPOD,Copepod,Nannocalanus,minor,104469,1,0.622116
NSI20100711,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,1,0.622116
NSI20100711,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,116115,3,0.622116
IIOE20190524,Calocalanus contractus f,COPEPOD,Copepod,Calocalanus,contractus,104651,1,1.13112
YON20190213,Corycaeidae j,COPEPOD,Copepod,,,128569,5,0.28278
YON20190213,Eucalanidae j,COPEPOD,Copepod,,,104085,2,0.28278
YON20190213,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,128672,1,0.28278
YON20190213,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,5,0.28278
YON20190213,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,1,0.28278
NSI20100916,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,2,0.622116
YON20190213,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,3,0.28278
PHB20100908,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,104616,2,2.8278
PHB20100908,Sapphirina ovatolanceolata / gemma f,COPEPOD,Copepod,Sapphirina,ovatolanceolata / gemma,129055,1,2.8278
IIOE20190524,Lubbockia squillimana f,COPEPOD,Copepod,Lubbockia,squillimana,128894,4,1.13112
IIOE20190524,Nauplii calanoid,COPEPOD,Copepod,,,1100,33,1.13112
IIOE20190524,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,128955,4,1.13112
IIOE20190524,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,1.13112
IIOE20190524,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,1.13112
IIOE20190524,Bracht of physonect,NON-COPEPOD,Cnidarian,,,135335,4,1.13112
NSI20100411,Oithona Grp3 (pointy head) f,COPEPOD,Copepod,Oithona,grp 3,106485,9,1.244232
NSI20100411,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,2,1.244232
NSI20100411,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,6,1.244232
NSI20100411,Lucifer spp. f,NON-COPEPOD,Decapod,Lucifer,spp.,106827,1,0.622116
YON20100729,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,0.735228
NSI20100618,Corycaeus crassiusculus f,COPEPOD,Copepod,Corycaeus,crassiusculus,128799,1,0.622116
NSI20100618,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,128690,6,1.244232
NSI20100618,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,1,0.622116
PHB20101110,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,2.8278
PHB20101110,Oithona Grp3 (pointy head) f,COPEPOD,Copepod,Oithona,grp 3,106485,9,3.95892
IIOE20190524,Foram D,NON-COPEPOD,Foraminifera,,,,1,1.13112
IIOE20190524,Oikopleura spp.,NON-COPEPOD,Appendicularian,Oikopleura,spp.,103367,18,1.13112
ESP20100629,Ditrichocorycaeus spp. f,COPEPOD,Copepod,Ditrichocorycaeus,spp.,128635,2,0.509004
ESP20100629,Mecynocera spp. j,COPEPOD,Copepod,Mecynocera,spp.,104184,1,0.509004
ESP20100629,Hydromedusae,NON-COPEPOD,Cnidarian,,,1337,1,0.509004
ROT20100617,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,346152,1,1.27251
ROT20100617,Calanoid j,COPEPOD,Copepod,,,1100,277,1.27251
ROT20100617,Corycaeidae j,COPEPOD,Copepod,,,128569,27,1.27251
ROT20100617,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,6,1.27251
ROT20100617,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,1,1.27251
