TRIP_CODE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,SPCODE,CELL_COUNT,SAMPVOL_L
DAR20121029,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,1,0.0204842105263157894736842105263157894737
DAR20121029,Lithodesmium spp.,Centric diatom,Lithodesmium,spp.,149321,4,0.0204842105263157894736842105263157894737
DAR20121029,Navicula cf. 100-120 µm length,Pennate diatom,,,149031,4,0.0204842105263157894736842105263157894737
DAR20121029,Navicula cf. 20-40 µm length,Pennate diatom,,,149031,7,0.0204842105263157894736842105263157894737
DAR20121029,Navicula cf. 40-60 µm length,Pennate diatom,,,149031,38,0.0204842105263157894736842105263157894737
DAR20121029,Navicula cf. 60-80 µm length,Pennate diatom,,,149031,1,0.0204842105263157894736842105263157894737
DAR20121029,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,149045,15,0.0204842105263157894736842105263157894737
DAR20121029,Odontella spp. 150-200 µm cell length,Centric diatom,Odontella,spp.,148963,6,0.0204842105263157894736842105263157894737
DAR20121029,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,10,0.0204842105263157894736842105263157894737
DAR20121029,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,61,0.0204842105263157894736842105263157894737
DAR20121029,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,19,0.0204842105263157894736842105263157894737
DAR20121029,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,196811,1,0.0204842105263157894736842105263157894737
DAR20121029,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,149092,61,0.0204842105263157894736842105263157894737
DAR20121029,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,27,0.0204842105263157894736842105263157894737
DAR20121029,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,157081,10,0.0204842105263157894736842105263157894737
DAR20121029,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,122,0.0204842105263157894736842105263157894737
DAR20121209_0300,Amphora spp.,Pennate diatom,Amphora,spp.,149200,2,0.03036
DAR20121209_0300,Asterionellopsis spp. ~50 µm length,Pennate diatom,Asterionellopsis,spp.,149138,3,0.03036
DAR20121209_0300,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,76,0.03036
DAR20121209_0300,Chaetoceros affinis,Centric diatom,Chaetoceros (Hyalochaete),affinis,149241,14,0.03036
DAR20121209_0300,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,178185,35,0.03036
DAR20121209_0300,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,16,0.03036
DAR20121209_0300,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,102,0.03036
DAR20121209_0300,Codonellopsis spp.,Ciliate,Codonellopsis,spp.,204197,4,0.03036
DAR20121209_0300,Corethron pennatum,Centric diatom,Corethron,pennatum,341496,1,0.03036
DAR20121209_0300,Coscinodiscus spp. 150-200 µm,Centric diatom,Coscinodiscus,spp.,148917,3,0.03036
DAR20121209_0300,Coscinodiscus spp. 80-100 µm,Centric diatom,Coscinodiscus,spp.,148917,1,0.03036
DAR20121209_0300,Cyanobacteria cluster,Cyanobacteria,,,146537,64,0.03036
DAR20121209_0300,Cyanobacteria coccoid chain,Cyanobacteria,,,146537,375,0.01518
DAR20121209_0300,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,170,0.03036
DAR20121209_0300,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,12,0.03036
DAR20121209_0300,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,157463,3,0.03036
DAR20121209_0300,Diploneis spp.,Pennate diatom,Diploneis,spp.,149018,4,0.03036
DAR20121209_0300,Ditylum brightwellii > 40 µm width,Centric diatom,Ditylum,brightwellii,149023,6,0.03036
DAR20121209_0300,Foraminifera,Foraminifera,,,1410,1,0.03036
DAR20121209_0300,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,149313,5,0.03036
DAR20121209_0300,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,11,0.03036
DAR20121209_0300,Guinardia striata,Centric diatom,Guinardia,striata,149113,12,0.03036
DAR20121209_0300,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,10,0.03036
DAR20121209_0300,Hemiaulus hauckii,Centric diatom,Hemiaulus,hauckii,163249,23,0.03036
DAR20121209_0300,Hemiaulus indicus,Centric diatom,Hemiaulus,indicus,573475,2,0.03036
DAR20121209_0300,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,15,0.03036
DAR20121209_0300,Mesodinium spp.,Ciliate,Mesodinium,spp.,179320,19,0.03036
DAR20121209_0300,Navicula cf. 100-120 µm length,Pennate diatom,,,149031,26,0.03036
DAR20121209_0300,Navicula cf. 20-40 µm length,Pennate diatom,,,149031,128,0.03036
DAR20121209_0300,Navicula cf. 40-60 µm length,Pennate diatom,,,149031,92,0.03036
DAR20121209_0300,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,549210,9,0.03036
DAR20121209_0300,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,149045,57,0.03036
DAR20121209_0300,Odontella sinensis,Centric diatom,Odontella,sinensis,149095,12,0.03036
DAR20121209_0300,Pennate diatom,Pennate diatom,,,148899,1,0.03036
DAR20121209_0300,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,44,0.03036
DAR20121209_0300,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,1,0.03036
DAR20121209_0300,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,4,0.03036
DAR20121209_0300,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,140,0.03036
DAR20121209_0300,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,36,0.03036
DAR20121209_0300,Pseudosolenia spp. ~30 µm cell width,Centric diatom,Pseudosolenia,spp.,163342,4,0.03036
DAR20121209_0300,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,196811,20,0.03036
DAR20121209_0300,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,149115,8,0.03036
DAR20121209_0300,Strombidium spp.,Ciliate,Strombidium,spp.,101195,7,0.03036
DAR20121209_0300,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,149092,112,0.03036
DAR20121209_0300,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,17,0.03036
DAR20121209_0300,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,837448,1,0.03036
DAR20121209_0300,Unid dinoflagellate > 10 µm,Dinoflagellate,,,146203,15,0.03036
DAR20130405,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,23,0.01838
DAR20130405,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,149236,4,0.01838
DAR20130405,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,370367,7,0.01838
DAR20130405,Chaetoceros decipiens < 15 µm cell width,Centric diatom,Chaetoceros (Hyalochaete),decipiens,149126,5,0.01838
DAR20130405,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,156617,15,0.01838
DAR20130405,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,178185,3,0.01838
DAR20130405,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,34,0.01838
DAR20130405,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,36,0.01838
DAR20130405,Coscinodiscus spp. 80-100 µm,Centric diatom,Coscinodiscus,spp.,148917,2,0.01838
DAR20130405,Cyanobacteria coccoid chain,Cyanobacteria,,,146537,244,0.01838
DAR20130405,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,27,0.01838
DAR20130405,Dactyliosolen blavyanus,Centric diatom,Dactyliosolen,blavyanus,179786,1,0.01838
DAR20130405,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,248064,3,0.01838
DAR20130405,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,157463,1,0.01838
DAR20130405,Ditylum brightwellii > 40 µm width,Centric diatom,Ditylum,brightwellii,149023,1,0.01838
DAR20130405,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,3,0.01838
DAR20130405,Guinardia striata,Centric diatom,Guinardia,striata,149113,3,0.01838
DAR20130405,Hemiaulus hauckii,Centric diatom,Hemiaulus,hauckii,163249,2,0.01838
DAR20130405,Hemiaulus membranaceus,Centric diatom,Hemiaulus,membranaceus,418540,1,0.01838
DAR20130405,Lauderia spp.,Centric diatom,Lauderia,spp.,149134,2,0.01838
DAR20130405,Navicula cf. 20-40 µm length,Pennate diatom,,,149031,2,0.01838
DAR20130405,Navicula cf. 60-80 µm length,Pennate diatom,,,149031,5,0.01838
DAR20130405,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,149045,8,0.01838
DAR20130405,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,109921,1,0.0919
DAR20130405,Odontella mobiliensis,Centric diatom,Odontella,mobiliensis,164116,3,0.01838
DAR20130405,Odontella sinensis,Centric diatom,Odontella,sinensis,149095,5,0.01838
DAR20130405,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,7,0.01838
DAR20130405,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,6,0.01838
DAR20130405,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,9,0.01838
DAR20130405,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,24,0.01838
DAR20130405,Pyrophacus spp.,Dinoflagellate,Pyrophacus,spp.,109555,1,0.01838
DAR20130405,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,149115,5,0.01838
DAR20130405,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,149093,99,0.01838
DAR20130405,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,149092,23,0.01838
DAR20130405,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,12,0.01838
DAR20130405,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,148912,1,0.01838
DAR20130405,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,83,0.01838
DAR20130617_1500,Amphora spp.,Pennate diatom,Amphora,spp.,149200,5,0.024975
DAR20130617_1500,Asteromphalus spp.,Centric diatom,Asteromphalus,spp.,162254,1,0.024975
DAR20130617_1500,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,20,0.024975
DAR20130617_1500,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,178185,7,0.024975
DAR20130617_1500,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,7,0.024975
DAR20130617_1500,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,12,0.024975
DAR20130617_1500,Ciliate (Inc. tintinnid),Ciliate,,,11,19,0.024975
DAR20130617_1500,Coscinodiscus spp. 150-200 µm,Centric diatom,Coscinodiscus,spp.,148917,5,0.0999
DAR20130617_1500,Coscinodiscus spp. 200-300 µm,Centric diatom,Coscinodiscus,spp.,148917,2,0.0999
DAR20130617_1500,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,148917,4,0.024975
DAR20130617_1500,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,200,0.024975
DAR20130617_1500,Cyttarocylis spp.,Ciliate,Cyttarocylis,spp.,150205,2,0.024975
DAR20130617_1500,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,1,0.024975
DAR20130617_1500,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,157463,2,0.024975
DAR20130617_1500,Dinophysis spp.,Dinoflagellate,Dinophysis,spp.,109462,2,0.024975
DAR20130617_1500,Diploneis spp.,Pennate diatom,Diploneis,spp.,149018,1,0.024975
DAR20130617_1500,Ditylum brightwellii > 40 µm width,Centric diatom,Ditylum,brightwellii,149023,9,0.024975
DAR20130617_1500,Euglenida,Flagellate,,,582209,2,0.024975
DAR20130617_1500,Foraminifera,Foraminifera,,,1410,2,0.024975
DAR20130617_1500,Guinardia striata,Centric diatom,Guinardia,striata,149113,1,0.024975
DAR20130617_1500,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,11,0.024975
DAR20130617_1500,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,10,0.024975
DAR20130617_1500,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,8,0.024975
DAR20130617_1500,Mastogloia spp.,Pennate diatom,Mastogloia,spp.,157052,2,0.024975
DAR20130617_1500,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,149145,1,0.024975
DAR20130617_1500,Navicula cf. 100-120 µm length,Pennate diatom,,,149031,3,0.024975
DAR20130617_1500,Navicula cf. 20-40 µm length,Pennate diatom,,,149031,37,0.024975
DAR20130617_1500,Navicula cf. 200-250 µm length,Pennate diatom,,,149031,1,0.024975
DAR20130617_1500,Navicula cf. 40-60 µm length,Pennate diatom,,,149031,8,0.024975
DAR20130617_1500,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,549210,1,0.024975
DAR20130617_1500,Odontella mobiliensis,Centric diatom,Odontella,mobiliensis,164116,3,0.024975
DAR20130617_1500,Paralia sulcata,Centric diatom,Paralia,sulcata,149055,7,0.024975
DAR20130617_1500,Planktoniella sol,Centric diatom,Planktoniella,sol,148979,2,0.024975
DAR20130617_1500,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,14,0.024975
DAR20130617_1500,Pleurosigma spp. > 450 µm,Pennate diatom,Pleurosigma,spp.,149181,1,0.024975
DAR20130617_1500,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,2,0.024975
DAR20130617_1500,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,1,0.024975
DAR20130617_1500,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,44,0.024975
DAR20130617_1500,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,33,0.024975
DAR20130617_1500,Rhizosolenia robusta,Centric diatom,Rhizosolenia,robusta,149311,2,0.024975
DAR20130617_1500,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,149115,4,0.024975
DAR20130617_1500,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,149093,150,0.024975
DAR20130617_1500,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,11,0.024975
DAR20130617_1500,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,25,0.024975
DAR20130617_1500,Tintinnopsis spp.,Ciliate,Tintinnopsis,spp.,163780,3,0.024975
DAR20130617_1500,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,840627,1,0.024975
DAR20130617_1500,Unid dinoflagellate > 10 µm,Dinoflagellate,,,146203,20,0.024975
DAR20130916,Asterionellopsis spp. ~50 µm length,Pennate diatom,Asterionellopsis,spp.,149138,1,0.0378
DAR20130916,Bacteriastrum delicatulum,Centric diatom,Bacteriastrum,delicatulum,164108,5,0.0378
DAR20130916,Chaetoceros affinis,Centric diatom,Chaetoceros (Hyalochaete),affinis,149241,5,0.0378
DAR20130916,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,178185,1,0.0378
DAR20130916,Corethron pennatum,Centric diatom,Corethron,pennatum,341496,1,0.0378
DAR20130916,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,43,0.0378
DAR20130916,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,157463,2,0.0378
DAR20130916,Ditylum brightwellii > 40 µm width,Centric diatom,Ditylum,brightwellii,149023,3,0.0378
DAR20130916,Guinardia striata,Centric diatom,Guinardia,striata,149113,3,0.0378
DAR20130916,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,5,0.0378
DAR20130916,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,3,0.0378
DAR20130916,Mesodinium spp.,Ciliate,Mesodinium,spp.,179320,15,0.0378
DAR20130916,Navicula cf. 140-160 µm length,Pennate diatom,,,149031,5,0.0378
DAR20130916,Navicula cf. 80-100 µm length,Pennate diatom,,,149031,13,0.0378
DAR20130916,Odontella mobiliensis,Centric diatom,Odontella,mobiliensis,164116,1,0.0945
DAR20130916,Odontella sinensis,Centric diatom,Odontella,sinensis,149095,3,0.0945
DAR20130916,Ormosella spp.,Ciliate,Ormosella,spp.,415724,1,0.0945
DAR20130916,Pennate diatom 25 - 50 µm,Pennate diatom,,,148899,26,0.0378
DAR20130916,Pennate diatom 50 - 75 µm,Pennate diatom,,,148899,15,0.0378
DAR20130916,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,7,0.0378
DAR20130916,Proboscia alata,Centric diatom,Proboscia,alata,149168,1,0.0945
DAR20130916,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,1,0.0378
DAR20130916,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,3,0.0378
DAR20130916,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,1,0.0378
DAR20130916,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,196811,1,0.0378
DAR20130916,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,149115,10,0.0378
DAR20130916,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,1,0.0945
DAR20130916,Salpingella spp.,Ciliate,Salpingella,spp.,183566,15,0.0945
DAR20130916,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,5,0.0378
DAR20130916,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,9,0.0378
DAR20150316,Asteromphalus spp.,Centric diatom,Asteromphalus,spp.,162254,2,0.0194
DAR20150316,Bacillaria paxillifera,Pennate diatom,Bacillaria,paxillifera,558243,5,0.0194
DAR20150316,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,6,0.0194
DAR20150316,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,149236,5,0.0194
DAR20150316,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,178185,1,0.0194
DAR20150316,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,29,0.0194
DAR20150316,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,10,0.0194
DAR20150316,Coscinodiscus spp. 150-200 µm,Centric diatom,Coscinodiscus,spp.,148917,1,0.0194
DAR20150316,Coscinodiscus spp. 80-100 µm,Centric diatom,Coscinodiscus,spp.,148917,10,0.0194
DAR20150316,Cyanobacteria cluster,Cyanobacteria,,,146537,150,0.0194
DAR20150316,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,28,0.0194
DAR20150316,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,248064,10,0.0194
DAR20150316,Diploneis spp.,Pennate diatom,Diploneis,spp.,149018,2,0.0194
DAR20150316,Ditylum brightwellii > 40 µm width,Centric diatom,Ditylum,brightwellii,149023,14,0.0194
DAR20150316,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,5,0.0194
DAR20150316,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,1,0.0194
DAR20150316,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,149135,1,0.0194
DAR20150316,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,13,0.0194
DAR20150316,Lithodesmium spp.,Centric diatom,Lithodesmium,spp.,149321,2,0.0194
DAR20150316,Navicula cf. 20-40 µm length,Pennate diatom,,,149031,27,0.0194
DAR20150316,Navicula cf. 40-60 µm length,Pennate diatom,,,149031,14,0.0194
DAR20150316,Odontella mobiliensis,Centric diatom,Odontella,mobiliensis,164116,14,0.0194
DAR20150316,Odontella sinensis,Centric diatom,Odontella,sinensis,149095,10,0.0194
DAR20150316,Paralia sulcata,Centric diatom,Paralia,sulcata,149055,22,0.0194
DAR20150316,Pennate diatom 25 - 50 µm,Pennate diatom,,,148899,1,0.0194
DAR20150316,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,45,0.0194
DAR20150316,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,2,0.0194
DAR20150316,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,36,0.0194
DAR20150316,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,88,0.0194
DAR20150316,Rhizosolenia pungens,Centric diatom,Rhizosolenia,pungens,149117,1,0.0194
DAR20150316,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,4,0.0194
DAR20150316,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,149093,217,0.0194
DAR20150316,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,15,0.0194
DAR20150316,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,27,0.0194
DAR20150316,Tintinnopsis spp.,Ciliate,Tintinnopsis,spp.,163780,2,0.0194
DAR20150316,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,840626,1,0.0194
DAR20150316,Unid dinoflagellate > 10 µm,Dinoflagellate,,,146203,14,0.0194
DAR20150803_2230,Chaetoceros spp.,Centric diatom,Chaetoceros,spp.,148985,1,0.095
