SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,CELL_COUNT,SAMPVOL_L
12,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,44,0.04
12,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,552,0.04
12,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,7,0.04
12,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,111,0.04
12,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,2,0.04
12,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,2,0.04
12,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,94,0.04
12,Prasinophytes,Flagellate,(null),(null),67,0.04
12,Proboscia alata,Centric diatom,Proboscia,alata,40,0.04
12,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,5,0.04
12,Prymnesiophytes,Flagellate,(null),(null),269,0.04
12,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,141,0.04
12,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,40,0.04
12,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,13,0.04
12,Rhizosolenia imbricata,Centric diatom,Rhizosolenia,imbricata,3,0.04
12,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,44,0.04
12,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,13,0.04
12,Tripos spp.,Dinoflagellate,Tripos,spp.,1,0.04
12,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),67,0.04
13,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,8,0.04
13,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,38,0.04
13,Chrysophyceae,Flagellate,(null),(null),2,0.04
13,Climacodium spp.,Centric diatom,Climacodium,spp.,3,0.04
13,Cryptophyta < 10 µm length,Flagellate,(null),(null),377,0.04
13,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,3,0.04
13,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,18,0.04
13,Flagellate <10 µm fusiform,Flagellate,(null),(null),1960,0.04
13,Flagellate <10 µm round,Flagellate,(null),(null),5276,0.04
13,Guinardia delicatula,Centric diatom,Guinardia,delicatula,3,0.04
13,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,3,0.04
13,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,24,0.04
13,Helicotheca spp.,Centric diatom,Helicotheca,spp.,5,0.04
13,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,3,0.04
13,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,3,0.04
13,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,57,0.04
13,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,26,0.04
13,Navicula cf. 60-80 µm length,Pennate diatom,(null),(null),5,0.04
13,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,4,0.04
13,Prasinophytes,Flagellate,(null),(null),151,0.04
13,Proboscia alata,Centric diatom,Proboscia,alata,5,0.04
13,Prymnesiophytes,Flagellate,(null),(null),9196,0.04
13,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,81,0.04
13,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,6,0.04
13,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,3,0.04
13,Skeletonema spp.,Centric diatom,Skeletonema,spp.,27,0.04
13,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,17,0.04
13,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),151,0.04
14,Amphiprora spp.,Pennate diatom,Amphiprora,spp.,7,0.04
14,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,256,0.04
14,Bellerochea spp.,Centric diatom,Bellerochea,spp.,2,0.04
14,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,7,0.04
14,Chaetoceros affinis,Centric diatom,Chaetoceros (Hyalochaete),affinis,24,0.04
14,Chaetoceros compressus,Centric diatom,Chaetoceros (Hyalochaete),compressus,29,0.04
14,Chaetoceros danicus,Centric diatom,Chaetoceros (Phaeoceros),danicus,22,0.04
14,Chaetoceros decipiens < 15 µm cell width,Centric diatom,Chaetoceros (Hyalochaete),decipiens,141,0.04
14,Chaetoceros didymus,Centric diatom,Chaetoceros (Hyalochaete),didymus,4,0.04
14,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,29,0.04
14,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,20,0.04
14,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,53,0.04
14,Chrysophyceae,Flagellate,(null),(null),2,0.04
14,Climacodium spp.,Centric diatom,Climacodium,spp.,13,0.04
14,Corethron pennatum,Centric diatom,Corethron,pennatum,2,0.04
14,Cryptophyta < 10 µm length,Flagellate,(null),(null),309,0.04
14,Cyanobacteral filament,Cyanobacteria,(null),(null),46,0.04
14,Cyanobacteria cluster,Cyanobacteria,(null),(null),22,0.04
14,Cyanobacteria coccoid chain,Cyanobacteria,(null),(null),110,0.04
14,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,31,0.04
14,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,38,0.04
14,Flagellate <10 µm fusiform,Flagellate,(null),(null),1502,0.04
14,Flagellate <10 µm round,Flagellate,(null),(null),7510,0.04
14,Guinardia cylindrus,Centric diatom,Guinardia,cylindrus,4,0.04
14,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,9,0.04
14,Guinardia striata,Centric diatom,Guinardia,striata,35,0.04
14,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,18,0.04
14,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,409,0.04
14,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,102,0.04
14,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),2,0.04
14,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,2,0.04
14,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,2,0.04
14,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,2,0.04
14,Podolampas spp.,Dinoflagellate,Podolampas,spp.,2,0.04
14,Porosira spp.,Centric diatom,Porosira,spp.,2,0.04
14,Prasinophytes,Flagellate,(null),(null),221,0.04
14,Proboscia alata,Centric diatom,Proboscia,alata,33,0.04
14,Proboscia alata ~ 50 µm cell width,Centric diatom,Proboscia,alata,2,0.04
14,Protoperidinium oceanicum,Dinoflagellate,Protoperidinium,oceanicum,2,0.04
14,Protoperidinium pellucidum,Dinoflagellate,Protoperidinium,pellucidum,2,0.04
14,Prymnesiophytes,Flagellate,(null),(null),398,0.04
14,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,49,0.04
14,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,20,0.04
14,Pseudosolenia spp. ~60 µm cell width,Centric diatom,Pseudosolenia,spp.,4,0.04
14,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,2,0.04
14,Rhizosolenia robusta,Centric diatom,Rhizosolenia,robusta,2,0.04
14,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,2,0.04
14,Skeletonema spp.,Centric diatom,Skeletonema,spp.,7,0.04
14,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,13,0.04
14,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,4,0.04
14,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,0,0.04
14,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),88,0.04
15,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,2,0.04
15,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,5,0.04
15,Chaetoceros decipiens < 15 µm cell width,Centric diatom,Chaetoceros (Hyalochaete),decipiens,4,0.04
15,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,4,0.04
15,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,12,0.04
15,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,23,0.04
15,Chrysophyceae,Flagellate,(null),(null),17,0.04
15,Climacodium spp.,Centric diatom,Climacodium,spp.,6,0.04
15,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,2,0.04
15,Cryptophyta < 10 µm length,Flagellate,(null),(null),648,0.04
15,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,21,0.04
15,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,4,0.04
15,Ditylum brightwellii > 40 µm width,Centric diatom,Ditylum,brightwellii,2,0.04
15,Flagellate <10 µm fusiform,Flagellate,(null),(null),5260,0.04
15,Flagellate <10 µm round,Flagellate,(null),(null),10443,0.04
15,Gonyaulax spp.,Dinoflagellate,Gonyaulax,spp.,3,0.04
15,Guinardia delicatula,Centric diatom,Guinardia,delicatula,8,0.04
15,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,1,0.04
15,Guinardia striata,Centric diatom,Guinardia,striata,10,0.04
15,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,4,0.04
15,Helicotheca spp.,Centric diatom,Helicotheca,spp.,1,0.04
15,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,2,0.04
15,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,23,0.04
15,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,1,0.04
15,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,14,0.04
15,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,6,0.04
15,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,1,0.04
15,Prasinophytes,Flagellate,(null),(null),38,0.04
15,Proboscia alata,Centric diatom,Proboscia,alata,2,0.04
15,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,3,0.04
15,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,2,0.04
15,Prymnesiophytes,Flagellate,(null),(null),114,0.04
15,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,53,0.04
15,Pseudosolenia spp. ~30 µm cell width,Centric diatom,Pseudosolenia,spp.,2,0.04
15,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,1,0.04
15,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,16,0.04
15,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,9,0.04
15,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10,0.04
15,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,3,0.04
15,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,1,0.04
15,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,4,0.04
15,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,3,0.04
15,Tripos muelleri type,Dinoflagellate,Tripos (Tripoceratium),muelleri type,1,0.04
15,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,3,0.04
15,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),191,0.04
16,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,8,0.04
16,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,3,0.04
16,Chrysophyceae,Flagellate,(null),(null),1,0.04
16,Cryptophyta < 10 µm length,Flagellate,(null),(null),106,0.04
16,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,10,0.04
16,Diploneis spp.,Pennate diatom,Diploneis,spp.,2,0.04
16,Euglena spp.,Flagellate,Euglena,spp.,5,0.04
16,Flagellate <10 µm fusiform,Flagellate,(null),(null),635,0.04
16,Flagellate <10 µm round,Flagellate,(null),(null),1799,0.04
16,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),7,0.04
16,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,6,0.04
16,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,6,0.04
16,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,2,0.04
16,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),4,0.04
16,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,1,0.04
16,Proboscia alata,Centric diatom,Proboscia,alata,10,0.04
16,Prymnesiophytes,Flagellate,(null),(null),106,0.04
16,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,24,0.04
16,Pseudosolenia spp. ~30 µm cell width,Centric diatom,Pseudosolenia,spp.,3,0.04
16,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,6,0.04
16,Rhizosolenia imbricata,Centric diatom,Rhizosolenia,imbricata,6,0.04
16,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,5,0.04
16,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,1,0.04
16,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,1,0.04
16,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,15,0.04
16,Tripos spp.,Dinoflagellate,Tripos,spp.,2,0.04
16,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),106,0.04
17,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,5,0.04
17,Bellerochea spp.,Centric diatom,Bellerochea,spp.,8,0.04
17,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,46,0.04
17,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,31,0.04
17,Chrysophyceae,Flagellate,(null),(null),5,0.04
17,Cocconeis spp.,Pennate diatom,Cocconeis,spp.,1,0.04
17,Coscinodiscus radiatus,Centric diatom,Coscinodiscus,radiatus,1,0.04
17,Cryptophyta < 10 µm length,Flagellate,(null),(null),347,0.04
17,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,24,0.04
17,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,6,0.04
17,Flagellate <10 µm fusiform,Flagellate,(null),(null),4554,0.04
17,Flagellate <10 µm round,Flagellate,(null),(null),12871,0.04
17,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3,0.04
17,Grammatophora spp.,Pennate diatom,Grammatophora,spp.,4,0.04
17,Guinardia cylindrus,Centric diatom,Guinardia,cylindrus,1,0.04
17,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,3,0.04
17,Guinardia striata,Centric diatom,Guinardia,striata,12,0.04
17,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,1,0.04
17,Helicotheca spp.,Centric diatom,Helicotheca,spp.,8,0.04
17,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,6,0.04
17,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,1,0.04
17,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,9,0.04
17,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),7,0.04
17,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,3,0.04
17,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,12,0.04
17,Porosira spp.,Centric diatom,Porosira,spp.,2,0.04
17,Prasinophytes,Flagellate,(null),(null),99,0.04
17,Prymnesiophytes,Flagellate,(null),(null),149,0.04
17,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,99,0.04
17,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,2,0.04
17,Stephanopyxis spp.,Centric diatom,Stephanopyxis,spp.,2,0.04
17,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,5,0.04
17,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,2,0.04
17,Trigonium spp.,Centric diatom,Trigonium,spp.,1,0.04
17,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,1,0.04
17,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),198,0.04
18,Amphidinium spp. <30 µm cell height,Dinoflagellate,Amphidinium,spp.,4,0.04
18,Amphiprora spp.,Pennate diatom,Amphiprora,spp.,4,0.04
18,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,48,0.04
18,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,6,0.04
18,Chaetoceros compressus,Centric diatom,Chaetoceros (Hyalochaete),compressus,17,0.04
18,Chaetoceros danicus,Centric diatom,Chaetoceros (Phaeoceros),danicus,15,0.04
18,Chaetoceros decipiens < 15 µm cell width,Centric diatom,Chaetoceros (Hyalochaete),decipiens,15,0.04
18,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,6,0.04
18,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,23,0.04
18,Chaetoceros subtilis,Centric diatom,Chaetoceros (Hyalochaete),subtilis,6,0.04
18,Chrysophyceae,Flagellate,(null),(null),2,0.04
18,Climacodium spp.,Centric diatom,Climacodium,spp.,13,0.04
18,Corethron pennatum,Centric diatom,Corethron,pennatum,27,0.04
18,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,13,0.04
18,Cryptophyta < 10 µm length,Flagellate,(null),(null),168,0.04
18,Cyanobacteria cluster,Cyanobacteria,(null),(null),210,0.04
18,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,8,0.04
18,Flagellate <10 µm fusiform,Flagellate,(null),(null),4536,0.04
18,Flagellate <10 µm round,Flagellate,(null),(null),12936,0.04
18,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,23,0.04
18,Guinardia striata,Centric diatom,Guinardia,striata,29,0.04
18,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),2,0.04
18,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,2,0.04
18,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,11,0.04
18,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,160,0.04
18,Navicula cf. 100-120 µm length,Pennate diatom,(null),(null),19,0.04
18,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,15,0.04
18,Odontella spp. 150-200 µm cell length,Centric diatom,Odontella,spp.,2,0.04
18,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,17,0.04
18,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,4,0.04
18,Prasinophytes,Flagellate,(null),(null),252,0.04
18,Proboscia alata,Centric diatom,Proboscia,alata,6,0.04
18,Proboscia alata ~ 50 µm cell width,Centric diatom,Proboscia,alata,2,0.04
18,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,2,0.04
18,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,2,0.04
18,Prymnesiophytes,Flagellate,(null),(null),168,0.04
18,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,13,0.04
18,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,6,0.04
18,Pseudosolenia spp. ~60 µm cell width,Centric diatom,Pseudosolenia,spp.,2,0.04
18,Rhizosolenia imbricata,Centric diatom,Rhizosolenia,imbricata,2,0.04
18,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,2,0.04
18,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,17,0.04
18,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,2,0.04
18,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),84,0.04
19,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,88,0.04
19,Chrysophyceae,Flagellate,(null),(null),8,0.04
19,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,4,0.04
19,Cryptophyta < 10 µm length,Flagellate,(null),(null),1404,0.04
19,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,144,0.04
19,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,40,0.04
19,Dinophysis spp.,Dinoflagellate,Dinophysis,spp.,32,0.04
19,Eucampia spp. <100 µm cell length,Centric diatom,Eucampia,spp.,4,0.04
19,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,8,0.04
19,Flagellate <10 µm fusiform,Flagellate,(null),(null),3210,0.04
19,Flagellate <10 µm round,Flagellate,(null),(null),13741,0.04
19,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,1,0.04
19,Guinardia striata,Centric diatom,Guinardia,striata,8,0.04
19,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),40,0.04
19,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,52,0.04
19,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,2788,0.04
19,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,221,0.04
19,Navicula cf. 60-80 µm length,Pennate diatom,(null),(null),8,0.04
19,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,32,0.04
19,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,1,0.04
19,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,8,0.04
19,Prasinophytes,Flagellate,(null),(null),552,0.04
19,Proboscia alata,Centric diatom,Proboscia,alata,36,0.04
19,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,8,0.04
19,Protoperidinium oceanicum,Dinoflagellate,Protoperidinium,oceanicum,4,0.04
19,Protoperidinium pellucidum,Dinoflagellate,Protoperidinium,pellucidum,24,0.04
19,Prymnesiophytes,Flagellate,(null),(null),652,0.04
19,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,144,0.04
19,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,100,0.04
19,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,12,0.04
19,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,60,0.04
19,Skeletonema spp.,Centric diatom,Skeletonema,spp.,36,0.04
19,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,16,0.04
19,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,2,0.04
19,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,4,0.04
19,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,4,0.04
19,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,8,0.04
19,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),552,0.04
20,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,2,0.04
20,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,3,0.04
20,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,14,0.04
20,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,7,0.04
20,Chrysophyceae,Flagellate,(null),(null),1,0.04
20,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,1,0.04
20,Cryptophyta < 10 µm length,Flagellate,(null),(null),156,0.04
20,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,25,0.04
20,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,6,0.04
20,Diploneis spp.,Pennate diatom,Diploneis,spp.,2,0.04
20,Euglena spp.,Flagellate,Euglena,spp.,2,0.04
20,Flagellate <10 µm fusiform,Flagellate,(null),(null),702,0.04
20,Flagellate <10 µm round,Flagellate,(null),(null),2416,0.04
20,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,1,0.04
20,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),4,0.04
20,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,9,0.04
20,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,12,0.04
20,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),19,0.04
20,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,3,0.04
20,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,6,0.04
20,Prasinophytes,Flagellate,(null),(null),39,0.04
