SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,ZOOP_ABUNDANCE_M3
143,Calanoid j,COPEPOD,Copepod,(null),(null),1100,729.0256
96,Calanoid j,COPEPOD,Copepod,(null),(null),1100,49.2559
297,Calanoid j,COPEPOD,Copepod,(null),(null),1100,951.591
305,Calanoid j,COPEPOD,Copepod,(null),(null),1100,38.8995
308,Calanoid j,COPEPOD,Copepod,(null),(null),1100,92.0698
437,Calanoid j,COPEPOD,Copepod,(null),(null),1100,806.2805
376,Calanoid j,COPEPOD,Copepod,(null),(null),1100,1093.0437
380,Calanoid j,COPEPOD,Copepod,(null),(null),1100,5.3581
401,Calanoid j,COPEPOD,Copepod,(null),(null),1100,203.3383
357,Calanoid j,COPEPOD,Copepod,(null),(null),1100,1397.5529
367,Calanoid j,COPEPOD,Copepod,(null),(null),1100,591.5296
395,Calanoid j,COPEPOD,Copepod,(null),(null),1100,533.6625
484,Calanoid j,COPEPOD,Copepod,(null),(null),1100,340.7725
496,Calanoid j,COPEPOD,Copepod,(null),(null),1100,506.6579
513,Calanoid j,COPEPOD,Copepod,(null),(null),1100,608.2467
518,Calanoid j,COPEPOD,Copepod,(null),(null),1100,124.4928
519,Calanoid j,COPEPOD,Copepod,(null),(null),1100,1076.6124
473,Calanoid j,COPEPOD,Copepod,(null),(null),1100,1196.9076
539,Calanoid j,COPEPOD,Copepod,(null),(null),1100,880.1503
560,Calanoid j,COPEPOD,Copepod,(null),(null),1100,240.4696
561,Calanoid j,COPEPOD,Copepod,(null),(null),1100,48.4981
533,Calanoid j,COPEPOD,Copepod,(null),(null),1100,104.7798
536,Calanoid j,COPEPOD,Copepod,(null),(null),1100,413.7492
637,Calanoid j,COPEPOD,Copepod,(null),(null),1100,180.0307
562,Calanoid j,COPEPOD,Copepod,(null),(null),1100,46.2079
620,Calanoid j,COPEPOD,Copepod,(null),(null),1100,503.2453
634,Calanoid j,COPEPOD,Copepod,(null),(null),1100,1257.3575
640,Calanoid j,COPEPOD,Copepod,(null),(null),1100,220.6662
645,Calanoid j,COPEPOD,Copepod,(null),(null),1100,585.0999
654,Calanoid j,COPEPOD,Copepod,(null),(null),1100,129.0756
719,Calanoid j,COPEPOD,Copepod,(null),(null),1100,1665.9987
676,Calanoid j,COPEPOD,Copepod,(null),(null),1100,410.2129
686,Calanoid j,COPEPOD,Copepod,(null),(null),1100,3.1169
689,Calanoid j,COPEPOD,Copepod,(null),(null),1100,1128.9015
695,Calanoid j,COPEPOD,Copepod,(null),(null),1100,572.8835
669,Calanoid j,COPEPOD,Copepod,(null),(null),1100,447.9336
672,Calanoid j,COPEPOD,Copepod,(null),(null),1100,49.5085
710,Calanoid j,COPEPOD,Copepod,(null),(null),1100,315.0538
764,Calanoid j,COPEPOD,Copepod,(null),(null),1100,147.1108
787,Calanoid j,COPEPOD,Copepod,(null),(null),1100,372.9208
792,Calanoid j,COPEPOD,Copepod,(null),(null),1100,438.5034
804,Calanoid j,COPEPOD,Copepod,(null),(null),1100,308.6241
796,Calanoid j,COPEPOD,Copepod,(null),(null),1100,107.8577
816,Calanoid j,COPEPOD,Copepod,(null),(null),1100,623.6779
838,Calanoid j,COPEPOD,Copepod,(null),(null),1100,212.1791
831,Calanoid j,COPEPOD,Copepod,(null),(null),1100,509.2298
836,Calanoid j,COPEPOD,Copepod,(null),(null),1100,342.5808
798,Calanoid j,COPEPOD,Copepod,(null),(null),1100,785.8484
829,Calanoid j,COPEPOD,Copepod,(null),(null),1100,343.0228
846,Calanoid j,COPEPOD,Copepod,(null),(null),1100,644.3957
880,Calanoid j,COPEPOD,Copepod,(null),(null),1100,622.392
904,Calanoid j,COPEPOD,Copepod,(null),(null),1100,479.3675
896,Calanoid j,COPEPOD,Copepod,(null),(null),1100,4774.0293
897,Calanoid j,COPEPOD,Copepod,(null),(null),1100,711.9787
898,Calanoid j,COPEPOD,Copepod,(null),(null),1100,60.1174
906,Calanoid j,COPEPOD,Copepod,(null),(null),1100,943.0181
876,Calanoid j,COPEPOD,Copepod,(null),(null),1100,1728.8666
982,Calanoid j,COPEPOD,Copepod,(null),(null),1100,84.8716
986,Calanoid j,COPEPOD,Copepod,(null),(null),1100,353.6318
1079,Calanoid j,COPEPOD,Copepod,(null),(null),1100,1016.6914
1083,Calanoid j,COPEPOD,Copepod,(null),(null),1100,1822.5639
1085,Calanoid j,COPEPOD,Copepod,(null),(null),1100,511.406
1069,Calanoid j,COPEPOD,Copepod,(null),(null),1100,183.8885
1002,Calanoid j,COPEPOD,Copepod,(null),(null),1100,462.9362
1006,Calanoid j,COPEPOD,Copepod,(null),(null),1100,6459.6742
1012,Calanoid j,COPEPOD,Copepod,(null),(null),1100,229.8607
1015,Calanoid j,COPEPOD,Copepod,(null),(null),1100,644.3957
1076,Calanoid j,COPEPOD,Copepod,(null),(null),1100,972.4874
1077,Calanoid j,COPEPOD,Copepod,(null),(null),1100,804.5123
110,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,1260.2151
184,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,115.734
85,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,228.0925
157,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,783.4304
2,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,0.778
127,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,165.0282
128,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,6.2868
46,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,123.0024
28,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,408.0367
434,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,47.1509
665,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,326.4294
634,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,141.4527
755,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,1.5717
882,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,403.1403
87,Copilia quadrata f,COPEPOD,Copepod,Copilia,quadrata,129039,3.2148
169,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,8.2514
80,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,18.1868
33,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,94.3018
35,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,0.1768
36,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,32.1483
163,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,7.8585
374,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,2.2669
47,Farranula spp. f,COPEPOD,Copepod,Farranula,spp.,128636,1.0104
57,Farranula spp. f,COPEPOD,Copepod,Farranula,spp.,128636,15.717
1020,Farranula spp. f,COPEPOD,Copepod,Farranula,spp.,128636,13.6012
12,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,0.07
110,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,12.8593
54,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3.9292
101,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,22.0446
196,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,0.1088
298,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3.2148
301,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,7.7156
302,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3.2148
415,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,2.1432
423,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,2.8868
431,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,0.5658
376,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,6.4297
377,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,12.8593
380,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,5.3581
367,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,9.6445
413,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,6.4297
484,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,9.6445
486,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,0.5239
480,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1.5717
524,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3.8861
539,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3.9292
537,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,16.0742
627,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3.1434
562,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,0.943
667,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1.7682
755,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1.5717
738,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,7.8585
739,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3.5363
769,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,28.2905
800,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,5.6581
804,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,6.4297
868,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,6.4297
879,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,7.0726
884,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,7.8585
898,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1.1788
906,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,31.4339
877,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,15.717
888,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,7.0726
1002,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,6.4297
1077,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,8.8408
287,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,6.4297
292,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,16.0742
49,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,61.8856
152,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,0.7367
122,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,45.0077
303,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,7.0726
175,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,5.3045
166,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,54.4049
53,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,54.4049
171,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,42.8645
111,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,2.3575
113,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,7.0726
70,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,52.8047
98,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,109.3044
101,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,11.0223
6,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,3.5363
199,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,1.7682
71,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,18.3365
309,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,46.6328
373,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,27.2024
396,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,18.3705
431,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,2.8291
439,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,55.0094
441,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,7.8585
401,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,15.9134
384,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,62.8679
360,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,165.0282
361,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,39.2924
366,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,11.3162
395,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,19.289
434,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,15.717
438,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,31.4339
451,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,3.2148
484,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,16.0742
490,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,52.3899
475,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,10.609
498,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,38.578
521,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,94.3018
473,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,190.4171
469,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,353.6318
530,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,49.5085
547,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,10.609
633,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,95.2086
631,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,32.6429
720,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,125.7358
728,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,10.609
669,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,15.717
701,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,23.5755
717,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,18.135
718,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,54.4049
768,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,104.0094
746,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,95.2086
814,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,45.0077
829,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,24.7542
864,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,62.8679
868,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,12.8593
869,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,45.0077
849,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,113.1622
883,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,70.7264
886,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,3.8438
1072,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,154.3121
993,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,70.7264
1065,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,1.5717
141,Cosmocalanus darwinii f,COPEPOD,Copepod,Cosmocalanus,darwinii,361259,1.9646
492,Cosmocalanus darwinii f,COPEPOD,Copepod,Cosmocalanus,darwinii,361259,3.2148
486,Cosmocalanus darwinii m,COPEPOD,Copepod,Cosmocalanus,darwinii,361259,0.5239
169,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3.5363
47,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,2.0208
79,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.0104
165,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,0.1261
136,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,8.2514
103,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,7.0726
105,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.4735
109,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.0104
41,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,2.9469
201,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.4145
7,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,5.7465
8,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,0.943
172,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,2.0208
448,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.6074
391,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,19.1551
496,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,2.5719
518,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,10.8255
464,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,7.8585
541,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.1788
543,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.6576
672,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,40.0783
737,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,7.0726
769,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,14.1453
747,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.7682
748,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,5.3045
764,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,4.7151
876,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,15.717
1013,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,7.0726
998,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3.5363
1140,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3.5363
30,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,0.2105
19,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.6641
7,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3.5363
457,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,2.3894
536,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3.5363
981,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3.5363
1001,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,4.7151
47,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,3.0311
166,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,13.6012
187,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,12.8593
193,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,7.0726
198,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,1.1788
304,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,4.2436
387,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,3.9292
521,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,5.239
461,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,28.9335
729,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,10.609
750,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,6.4297
767,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,6.4297
771,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,12.8593
777,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,15.717
813,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,6.4297
798,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,15.717
844,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,7.0726
847,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,7.0726
887,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,5.6581
907,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,15.717
983,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,7.0726
1073,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,6.4297
1076,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,26.5224
1146,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,9.4302
187,Delibus nudus m,COPEPOD,Copepod,Delibus,nudus,363905,6.4297
165,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,0.1261
48,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,6.8006
65,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,0.9823
56,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,78.5848
363,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,3.9292
624,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,3.5363
286,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,2.1432
293,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,12.8593
190,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,6.4297
131,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,4.2864
28,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,6.8006
382,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,1.0104
429,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,14.1453
450,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,12.8593
514,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,2.8291
778,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,15.717
1076,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,8.8408
80,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,104174,3.0311
6,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,104174,3.5363
199,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,104174,0.8841
439,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,104174,3.9292
292,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,4.2864
122,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,41.7928
48,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,122.411
3,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,16.0742
106,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.8585
184,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,51.4374
126,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.0726
109,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.0311
142,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,204.0183
190,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,45.0077
159,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,4.4906
46,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,57.1082
99,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,1.209
27,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,15.717
115,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,55.0094
114,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,15.717
73,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,23.3164
72,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,164.4799
10,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,6.3654
390,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.9292
371,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,185.2357
384,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,39.2924
361,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,39.2924
416,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,6.4297
59,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,1.7682
482,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,62.8679
488,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,1.7682
497,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,12.1245
481,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,1.2408
515,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.6457
474,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,13.6012
732,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,6.4297
534,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,55.0094
635,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,78.5848
650,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,14.1453
636,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.2148
625,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,4.2436
654,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.5363
719,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,102.1603
720,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,47.1509
669,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.8585
702,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,15.717
828,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,61.5012
